BSM_BUSSTO,BSM_CHINES,geometry
8672,福華商場,POINT (121.593263841821 25.0689929913124)
1497,介壽國中,POINT (121.555729330306 25.0582385455295)
55001,福德廟(石牌),POINT (121.525308 25.123542)
200005016,捷運南京復興�,POINT (121.543237 25.051719)
1000541,萬壽橋頭(木柵),POINT (121.571127 24.991315)
200005023,捷運松江南京�,POINT (121.532388 25.051842)
1864,仁愛延吉街口,POINT (121.555234376148 25.0376217119559)
1578,博仁醫院,POINT (121.55774 25.04937)
1920,重慶南路三段(�,POINT (121.516315 25.025434)
1587,新東里,POINT (121.56906003682 25.0580487235248)
2228,臺北科技大學(�,POINT (121.534368177353 25.0423394063723)
1001169,中華路北站,POINT (121.508765096201 25.0445846194834)
7207,惇敘工商(泉源),POINT (121.52711834288 25.1443164405307)
2550,懷恩隧道,POINT (121.55250286107 24.9979131457982)
1295,長春國小,POINT (121.533957516073 25.0546122252128)
15117,永春公寓,POINT (121.577948835559 25.0400066129947)
1071,捷運內湖站,POINT (121.593879114086 25.0834615421604)
7239,第一銀行,POINT (121.502548648882 25.1349245246441)
4994,士東路,POINT (121.536781 25.113461)
2491,萬芳社區,POINT (121.570457 25.001753)
20345,大湖國小,POINT (121.59955 25.0881)
4847,南港車站,POINT (121.607188 25.053282)
2255,龍安國小(公務�,POINT (121.534931399251 25.0251757843863)
4985,東和公園,POINT (121.533077034393 25.1216387675483)
1830,德昌街口,POINT (121.500485 25.025045)
50521,絹絲瀑布,POINT (121.561881 25.151066)
4020,新湖舊宗路口,POINT (121.578721077514 25.0623176113037)
1001268,田尾湖,POINT (121.564965 25.161371)
112,北投公園,POINT (121.504124 25.136348)
1000515,愛國金山路口,POINT (121.526176704818 25.0319960400478)
2305,仁愛國泰醫院,POINT (121.552598633424 25.037677724219)
1499,臺視,POINT (121.55011 25.04815)
1000628,一女中(重慶),POINT (121.512767477474 25.0375766277895)
200005053,聯合醫院陽明�,POINT (121.531929 25.105118)
4171,市政府(市府),POINT (121.563539465538 25.0386601828173)
9488,沙崙下,POINT (121.56348046627 25.112581433805)
1834,龍山國小,POINT (121.49478 25.03611)
6676,公企中心,POINT (121.526783709511 25.0306355741794)
1342,捷運雙連站,POINT (121.518966783971 25.0576299680263)
1860,仁愛中山路口,POINT (121.51847518803 25.0389478461752)
1000300,玉成公園(中坡),POINT (121.58514346627 25.041107470395)
1344,第二果菜市場,POINT (121.538733 25.068039)
3933,捷運忠孝復興�,POINT (121.542636 25.0418869195469)
14639,關渡,POINT (121.465515545518 25.1249152150578)
1001467,陽明公園後門�,POINT (121.53488 25.159774)
1001291,恆光禪寺,POINT (121.589668 25.103598)
36106,永倫里(社中),POINT (121.502389594004 25.0915993469061)
1000525,實踐國小,POINT (121.55641131034 24.9835781494336)
2450,捷運萬隆站,POINT (121.538779637978 25.0017659949127)
1000184,民權龍江路口,POINT (121.541275218891 25.0623959365736)
826,富安國小,POINT (121.483265302602 25.1058618559588)
9434,中央電台,POINT (121.530039863669 25.0781283150499)
20249,臺北科技大學(�,POINT (121.53626331034 25.0435075402266)
16254,臺北車站(承德),POINT (121.516985788789 25.0502707810209)
1749,民和街口,POINT (121.49523257673 25.024252313626)
1078,動物之家,POINT (121.60998 25.06354)
50649,職能發展學院�,POINT (121.539439 25.113281)
1001455,政大和墅社區,POINT (121.581837479099 24.9852961396595)
1001318,泉源國小宿舍,POINT (121.525436872414 25.150296898527)
1000530,忠順街,POINT (121.558670179896 24.9838451750035)
791,國泰人壽大樓,POINT (121.509440275921 25.0904586203929)
1000675,中山北路口,POINT (121.524101015012 25.1061831779426)
200005052,中山健康服務�,POINT (121.533456 25.064408)
9489,內雙溪橋,POINT (121.56221247619 25.112240570548)
3851,觀光局,POINT (121.555796 25.041283)
1390,興安華城,POINT (121.543814035076 25.0569209419596)
333,健行新村(西安),POINT (121.508648 25.1200078505664)
1608,下寮橋,POINT (121.594421819795 25.0191182154373)
7238,中和街,POINT (121.501688 25.139208)
50524,百拉卡公路入�,POINT (121.54291842576 25.1797228460556)
892,洲美橋,POINT (121.499221916662 25.0926589514351)
1609,山豬窟游泳池,POINT (121.624292656068 25.0322458679774)
1001439,廣合新村,POINT (121.563146 25.060581)
8544,西湖園,POINT (121.58055323677 25.084797169103)
2071,永春高中,POINT (121.579780430471 25.0334460670503)
50674,指南山莊,POINT (121.578601086333 24.9889796040779)
2135,挹翠山莊,POINT (121.573483 25.01953)
852,陽明山總站,POINT (121.546009211104 25.1514314925767)
16011,捷運松江南京�,POINT (121.533311952722 25.0520685446274)
4604,南機場公寓,POINT (121.50540777894 25.0285917595947)
6994,和安里,POINT (121.543955483937 25.0358324433101)
345,崇仁路口,POINT (121.502948 25.122377)
2193,大我新舍,POINT (121.562299 25.01438)
1000142,信義國中(莊敬),POINT (121.565724 25.027402)
20244,靜心高中,POINT (121.545835 24.998953)
1284,長安東路一段,POINT (121.52249364418 25.049575886454)
916,齊賢華廈,POINT (121.525397824767 25.11853962964)
716,忠義街,POINT (121.532821878571 25.1079103038917)
1064,金龍隧道口,POINT (121.588859044777 25.0864884718836)
614,中社路11巷,POINT (121.559972213155 25.1107583845405)
1000732,秀湖,POINT (121.597448004826 25.0844905886102)
917,劍南橋,POINT (121.55751 25.10731)
9407,大直美堤花園�,POINT (121.557482859677 25.0800207680738)
1000087,臺大醫院,POINT (121.518555 25.041403)
1276,欣欣大眾公司,POINT (121.525212753675 25.0531331327087)
1000426,松隆路口,POINT (121.569362814565 25.0450094475372)
55017,文林國小,POINT (121.515157 25.107487)
2380,文山行政中心,POINT (121.569819909086 24.9896791157048)
1000168,大龍峒保安宮,POINT (121.515430506767 25.0719717940653)
1247,光華商場,POINT (121.531427249763 25.045642799913)
200005034,南京公寓(捷運�,POINT (121.563073 25.051215)
1001331,溫泉博物館,POINT (121.506976586719 25.1368732345496)
1000611,新安,POINT (121.550308029438 25.1248348810248)
91,溫泉奇岩路口,POINT (121.50685 25.1354799191939)
539,蘭雅國中,POINT (121.530339565641 25.109531203)
1000454,司法新村,POINT (121.565878316644 24.9837214466608)
2728,萬芳6號公園,POINT (121.56892 24.999962)
6667,臺大,POINT (121.53375 25.018029)
1001373,捷運圓山站,POINT (121.52 25.069203)
457,新民國中,POINT (121.507149 25.139375)
6996,大安高工,POINT (121.543922598191 25.0318052414371)
8650,民權國小,POINT (121.560445135429 25.0626241054441)
1001326,內雙溪自然中�,POINT (121.577745 25.117197)
2465,景華公園,POINT (121.544498875217 24.9947344653868)
372,捷運忠孝敦化�,POINT (121.55017886375 25.0416559032585)
2277,金華國中,POINT (121.533018925646 25.030260912111)
3909,植物園,POINT (121.508782884054 25.0309163579872)
1660,南港,POINT (121.613658744034 25.0553944295881)
909,翠山莊,POINT (121.561849612054 25.1110944638033)
1000128,民權東路口,POINT (121.550089 25.061681)
1024,民權隧道二,POINT (121.601285503886 25.0672531124649)
9403,濱江國中,POINT (121.560166157121 25.0798187994408)
172,自強街口(西安),POINT (121.516926 25.111764)
1932,忠孝醫院(成福),POINT (121.586020720451 25.0456489786613)
733,明溪街,POINT (121.566429008722 25.1074659338835)
1031,成美幼稚園,POINT (121.581840170111 25.0546072697654)
16256,新壽公園,POINT (121.53049174915 25.0632441467953)
4848,南港車站,POINT (121.606959 25.053401)
1000277,南昌路,POINT (121.517248 25.031219)
4809,石潭路,POINT (121.586799775316 25.062562162146)
3988,政大,POINT (121.576536 24.987567)
56112,萬福橋,POINT (121.585153896989 25.0032356258148)
5976,社新里,POINT (121.503968 25.0894671036857)
1286,長安東路二段,POINT (121.534082891653 25.0486557986849)
4989,中銀山莊,POINT (121.532981 25.126841)
56096,圓山,POINT (121.600402 24.970251)
1001483,萬隆社區,POINT (121.536832738013 24.9998866784106)
14630,永欣里,POINT (121.523714 25.121853)
4878,興安宮,POINT (121.550133080453 24.9962111)
1001338,景華街一,POINT (121.546942 24.9959979195469)
4842,夢幻湖,POINT (121.559882733262 25.1714283956202)
1001277,聖人瀑布,POINT (121.587537 25.127044)
2242,濟南路二段,POINT (121.527200896017 25.0412117605689)
1000828,陽明大學行政�,POINT (121.514816 25.122271)
5021,陽明山立體停�,POINT (121.53912 25.15395)
50025,中華科技大學,POINT (121.611190413437 25.0335125707279)
1000929,義理街口,POINT (121.514796 25.1161)
1001791,酒泉重慶路口,POINT (121.514653033699 25.0720749482875)
1481,鄰江里,POINT (121.51079638526 25.07164741721)
4074,美麗華(植福),POINT (121.557117363855 25.0839143555034)
1833,龍山寺(西園),POINT (121.499273755657 25.0363166106079)
1000823,南深路80號,POINT (121.622274 25.019693)
2530,樟湖步道,POINT (121.583114853883 24.9658309476329)
4649,坑口運動公園,POINT (121.623671273242 25.0351236765672)
317,榮總院區,POINT (121.520135 25.119738)
1000638,重慶南路一段,POINT (121.513155 25.044802)
573,士林市場(銘傳�,POINT (121.523559008189 25.0887409143696)
1000669,景福街,POINT (121.53633954233 24.9953580248084)
1000612,下竹林,POINT (121.547624545151 25.1297799480943)
1076,晉強公司,POINT (121.599306 25.062891)
9462,鵝尾山步道口,POINT (121.575387 25.128746)
50086,慈后宮,POINT (121.501131166498 25.1279133674976)
4844,陽明大學實驗�,POINT (121.514561 25.123178)
1001309,大坑,POINT (121.655361043599 25.0271874250895)
47,大磺嘴,POINT (121.522605 25.142554)
4837,水源地,POINT (121.51061 25.14752)
1001274,擷翠新村,POINT (121.56340821594 25.121838139677)
2098,松山商職(信義),POINT (121.57777570403 25.0359451425446)
1000609,永福(林語堂故�,POINT (121.547020026043 25.1092441758524)
2460,敦南美景,POINT (121.550141 25.003475)
20339,武身廟,POINT (121.58679 25.09139)
1001783,清江圖書館,POINT (121.507236 25.127571)
664,永公路三,POINT (121.55671856085 25.121050958736)
4730,豐台煤礦,POINT (121.62414173119 25.0253707817443)
12217,文和橋,POINT (121.595112588336 25.0025740370426)
311,北藝大音樂廳,POINT (121.468652346166 25.1320526572352)
7221,洲美國小,POINT (121.502969 25.100872)
565,下竹圍,POINT (121.493319 25.098231)
931,鞍部,POINT (121.529969801148 25.1828212604627)
5001,富德里,POINT (121.595808597961 25.0041587196335)
118,北投站,POINT (121.492059 25.144482)
1000616,芝蘭新村,POINT (121.536861084656 25.1069614302939)
15119,松山高中(基隆�,POINT (121.566482 25.044235)
2454,博嘉國小,POINT (121.57562644782 24.9994425407699)
232,昆明街(中醫院�,POINT (121.504758 25.042383)
871,新安路三,POINT (121.554618363466 25.1248434171349)
20308,立賢路口,POINT (121.503965151909 25.1151994554291)
2493,萬芳活動中心,POINT (121.568381367972 25.002357329573)
4131,黎明社教中心,POINT (121.55198 25.01994)
20,大同之家,POINT (121.522896 25.145839)
1001280,內溝,POINT (121.614669 25.096743)
732,松園,POINT (121.56511755092 25.15812872793)
1000688,消防局(松仁),POINT (121.568308 25.039384)
9422,大豐,POINT (121.58137489815 25.120024854069)
4887,綠光101,POINT (121.56354 25.02287)
182,行義路三,POINT (121.528257 25.137749)
441,陽明大學(西安),POINT (121.511661961869 25.1190975697345)
1972,聯合醫院婦幼�,POINT (121.518485919562 25.0297459447922)
4185,永安里,POINT (121.546182 25.078877)
6673,公企中心,POINT (121.527651152539 25.0301189676703)
4813,行善石潭路口,POINT (121.584293 25.062312)
5978,地藏禪寺,POINT (121.491586928662 25.0997855023804)
1000124,新生公園(松江),POINT (121.532844 25.071033)
1620,九如里一,POINT (121.616978 25.038614)
1000030,安泰街(康樂橋�,POINT (121.616682 25.078353)
4807,菁山莊,POINT (121.5573821842 25.144013835273)
1000779,永春高中,POINT (121.57969237897 25.0334777104064)
6402,艋舺大道,POINT (121.503948 25.033497)
14607,頂半嶺,POINT (121.539441988553 25.1440708509798)
50657,天母國中,POINT (121.537145114348 25.1180854570803)
10209,士林,POINT (121.524405 25.096111)
1810,萬大國小,POINT (121.499715 25.023358)
690,圳仔頭,POINT (121.57509 25.13203)
60150,水墘,POINT (121.554479107309 25.120292191454)
14416,永公橋,POINT (121.551010409177 25.1136223060143)
724,拔子埔,POINT (121.543937208538 25.1050399990308)
780,浮洲活動中心,POINT (121.49004 25.10978)
2073,玉成公園(成福),POINT (121.587308860413 25.042217580083)
1001457,內埔,POINT (121.53078 25.15773)
1000280,行善路,POINT (121.576451382614 25.0571196843597)
50152,吳興國小(莊敬),POINT (121.567954673611 25.0268655065262)
1000311,濟南路二段,POINT (121.527050657351 25.0415246728884)
1001440,興農橋,POINT (121.570259 25.139454)
6726,景雲街,POINT (121.575256588955 25.0185958324197)
1001381,遼寧街口,POINT (121.541976 25.052587)
554,觀光草莓園(二),POINT (121.589918 25.103908)
689,合誠宮,POINT (121.574546 25.130842)
4872,利陽藝術學苑,POINT (121.46455541563 25.1274218986655)
1000054,涼州重慶路口,POINT (121.513088 25.060795)
14689,環山網球場,POINT (121.578339 24.9823666206797)
4030,貓纜動物園南�,POINT (121.586251 24.989841)
1960,牯嶺街小劇場,POINT (121.51518 25.03176)
36113,軍功新村,POINT (121.573707199623 25.000126798668)
628,水井尾,POINT (121.531911 25.14598)
824,頂湖山,POINT (121.540514707404 25.1730997732879)
1184,下塔悠,POINT (121.558556 25.071555)
1209,臺北漁市,POINT (121.537216 25.068267)
7250,下塔悠一,POINT (121.554472 25.072466)
2328,敦化安和路口,POINT (121.549509649789 25.039770025815)
20335,馬槽溫泉,POINT (121.562417 25.178696)
2525,福興路口,POINT (121.551190086803 25.0028282740736)
4822,幽雅路口,POINT (121.511865 25.13705)
3975,明山宮一,POINT (121.527864 25.129093)
940,磺溪底,POINT (121.549879 25.140693)
1001264,菁山三,POINT (121.558438 25.147261)
8609,德明財經科技�,POINT (121.56815862831 25.086505588221)
2282,捷運大安站(信�,POINT (121.543940035895 25.0333852581723)
1207,臺北大學(臺北�,POINT (121.536443080453 25.0573307701133)
5980,福安里,POINT (121.495460275921 25.0964411036857)
4897,富洲里,POINT (121.468181 25.109311)
9478,至善國中,POINT (121.555618654546 25.1039917543001)
3931,阿波羅大廈,POINT (121.553585393846 25.041566104319)
1757,西寧南路,POINT (121.506090298685 25.0400239281338)
2106,松德站,POINT (121.574477 25.032615)
2173,黎順里,POINT (121.556326 25.025205)
3970,捷運忠義站,POINT (121.473445688734 25.1313688133648)
50049,猴洞產業道路,POINT (121.532532 25.132463)
1001272,西雲禪寺,POINT (121.56666 25.130468)
837,絹絲瀑布,POINT (121.561641 25.151158)
1533,松山新城,POINT (121.55556 25.05562)
1168,忠泰美術館,POINT (121.5373 25.0444538505664)
50125,虎林街口,POINT (121.574202 25.048149)
1726,舊莊公園,POINT (121.620895 25.041071)
20372,頂坪,POINT (121.539351 25.152848)
50053,萬芳國小,POINT (121.56749208561 25.0015672697938)
2540,興隆路口(辛亥),POINT (121.555111 25.001907)
1171,大同公司(晴光�,POINT (121.522018355313 25.064381140717)
10140,萬美社區,POINT (121.563071 25.00331)
4638,萬大路,POINT (121.500652883751 25.0308525643524)
454,慈航寺,POINT (121.49679 25.14463)
2278,金甌女中,POINT (121.524196787761 25.034973765547)
715,忠孝新村,POINT (121.539737653801 25.1111599682228)
200005054,交通事件裁決�,POINT (121.5354 25.01348)
16258,新福里,POINT (121.53052381234 25.0646446447265)
580,士林高商,POINT (121.517058896314 25.0940763444715)
1000143,信義國中(莊敬),POINT (121.56521 25.027607)
1872,仁愛臨沂街口,POINT (121.529541588574 25.0384976657163)
6683,光華商場,POINT (121.532959 25.045052)
2116,信義永康街口(�,POINT (121.529711695228 25.0336588612946)
1597,聯合二村,POINT (121.559216750962 25.0585017739443)
2317,捷運忠孝復興�,POINT (121.543573 25.040903)
3980,武功國小(興隆),POINT (121.540112514204 25.0043830226973)
200005046,聯合醫院忠孝�,POINT (121.586075 25.046533)
4806,菁山莊,POINT (121.55729661608 25.14410737848)
4162,捷運國父紀念�,POINT (121.557568 25.042558)
4610,東吳大學城中�,POINT (121.509455942312 25.0390908044139)
2125,信義杭州路口,POINT (121.523836199976 25.035700422671)
1000383,啟聰學校,POINT (121.513589479061 25.0745076867555)
1000179,大道路,POINT (121.582638 25.040675)
1000295,三興國小(臨江�,POINT (121.556581 25.028298)
50682,木柵市場,POINT (121.568547 24.988372)
2027,寶慶路,POINT (121.509834083745 25.0414915346214)
1000215,潭美國小(舊宗),POINT (121.580495 25.058297)
1000075,聯合二村,POINT (121.558923442523 25.0586249332513)
1510,市立體育場,POINT (121.549268931201 25.0493213711077)
14692,大草坪(自強宿�,POINT (121.574649 24.978019)
1413,臺北橋,POINT (121.511236562786 25.06158728803)
1000152,舊莊,POINT (121.622734485156 25.0384056841054)
271,保一總隊,POINT (121.517002110203 25.1189155810549)
1001025,明水路口,POINT (121.552888432542 25.0798524605649)
3368,捷運景美站,POINT (121.54114 24.99333)
20358,郵政訓練所,POINT (121.50929 25.14117)
1000608,永嶺,POINT (121.545382336179 25.1069652257448)
1282,長安林森路口,POINT (121.525801924335 25.0487906511477)
1396,濱江商圈,POINT (121.539112267215 25.0659717629154)
4900,新安里中站,POINT (121.555424481377 25.1324053650979)
4672,行善行愛路口,POINT (121.583769593414 25.06142219322)
50087,中正山登山口,POINT (121.520183 25.150059)
1000684,萬芳社區,POINT (121.57187 25.002678)
1001290,觀光草莓園,POINT (121.589591215481 25.1036525455672)
3957,石牌路,POINT (121.510604415786 25.1134396607875)
5996,保安街口,POINT (121.511324126973 25.0598303587356)
1063,長壽橋,POINT (121.58082072884 25.054017754813)
57702,茶推廣中心,POINT (121.593792638784 24.9693585939103)
1000643,成福宮,POINT (121.589841 25.039106)
696,至善路三段,POINT (121.57171 25.11494)
1772,青年社區,POINT (121.504417 25.025473)
1782,時報大樓,POINT (121.49703 25.03295)
2163,紫雲街口,POINT (121.57497 25.01803)
1285,長安東路二段,POINT (121.533464670743 25.0482730804531)
20338,臺寶,POINT (121.556559279839 25.1833944972436)
2047,世貿新城,POINT (121.565302967295 25.0313679871243)
10411,迪化街,POINT (121.511022 25.057015)
4739,舊莊里,POINT (121.620323173256 25.0397949327943)
9409,雙溪站一,POINT (121.566978123557 25.1067046622921)
2276,金華大廈,POINT (121.529268459773 25.0299469195469)
5052,芬第社區,POINT (121.59632290626 25.058553255955)
4885,通化街夜市,POINT (121.55422653 25.0299434978641)
5971,威靈廟,POINT (121.47670089391 25.105931725631)
50029,舊莊國小,POINT (121.621016 25.039526)
1839,雙園國中,POINT (121.49307157539 25.027514707672)
322,士林國中,POINT (121.523269 25.094828)
10412,靜修女中,POINT (121.515076447641 25.0569225587405)
759,建安新村,POINT (121.481391572689 25.1058726413469)
1042,南寮(忠三街口),POINT (121.623628541696 25.0787243553659)
230,明安宮,POINT (121.49608 25.10207)
4712,文山運動中心(�,POINT (121.560053 24.996475)
840,菁山里(二),POINT (121.564973 25.142135)
60098,立農國小一,POINT (121.503783 25.119973)
731,菁山五,POINT (121.5590718518 25.148490103438)
2009,寧波重慶路口,POINT (121.515418988141 25.0289309025102)
838,菁山五,POINT (121.559186861859 25.1483884716123)
20422,頂湖入口(竹子�,POINT (121.538407 25.173595)
1186,中山女高,POINT (121.53607 25.0482515402266)
1001307,御香居,POINT (121.657129018685 25.0263234003865)
5066,泉源公園,POINT (121.507514 25.14219)
1001487,萬和公園,POINT (121.536659 25.00219)
3889,艋舺大道,POINT (121.503457 25.033705)
14421,乾坑子,POINT (121.558533 25.142145)
9459,聖人橋,POINT (121.58759 25.125)
50720,寶興街,POINT (121.49435874603 25.025798735858)
839,菁山里(一),POINT (121.564231 25.143536)
1449,後車站,POINT (121.51513662061 25.0513873388549)
1001481,萬和公園,POINT (121.536706 25.002018)
1001086,民生東路口,POINT (121.530273 25.058575)
1966,耕莘文教院,POINT (121.528945299155 25.018986192366)
1613,中華科技大學,POINT (121.61114270875 25.033607151308)
1000704,六褔公園,POINT (121.616349 25.04887)
1563,三軍總醫院松�,POINT (121.557239066088 25.0536014594671)
1001442,菁山里(二),POINT (121.565108 25.142067)
621,中湖,POINT (121.556672604008 25.1778013229445)
6675,辛亥路口,POINT (121.53715693102 25.0240415402266)
144,湖田橋,POINT (121.538427 25.170444)
384,捷運唭哩岸站�,POINT (121.506552 25.120463)
1379,聚盛里,POINT (121.525750295489 25.0587077895677)
1083,基湖站,POINT (121.564556793684 25.0797096282026)
200005033,南京公寓(捷運�,POINT (121.564595 25.051328)
4888,成淵高中,POINT (121.518512149434 25.059364)
4029,司法新村,POINT (121.56692922388 24.9834985055491)
1000256,捷運劍潭站(基�,POINT (121.525029 25.084936)
1795,莒光路口,POINT (121.500615375179 25.031831103587)
9429,至善路三段,POINT (121.57187 25.1151)
1000677,東湖國中,POINT (121.619476525553 25.0729941104926)
50651,國立科教館,POINT (121.517199 25.095042)
5989,葫蘆堵市場,POINT (121.510334373162 25.0831384979012)
6000,延平長安路口,POINT (121.511847 25.053232)
1000242,龍山寺(康定),POINT (121.501341502235 25.0363129111196)
1000299,玉成公園(中坡),POINT (121.585063 25.041958)
1155,麗山新村,POINT (121.573943217316 25.0851847031458)
1643,南港,POINT (121.613597939232 25.0551240859182)
1000273,南港軟體園區�,POINT (121.614215597554 25.0587032902579)
1618,九如里二,POINT (121.61612 25.034863)
2320,捷運科技大樓�,POINT (121.543819328346 25.025998303678)
1035,行善路,POINT (121.57666338047 25.0571093808258)
6940,捷運東門站,POINT (121.526942 25.034138)
814,兒童新樂園,POINT (121.514658137578 25.0963643751956)
50634,天母,POINT (121.532449980911 25.1242042835507)
1444,保安街口,POINT (121.511472 25.05984)
36109,國泰人壽大樓,POINT (121.509397263264 25.090744043469)
1351,華山公園,POINT (121.52412 25.048174)
9454,芝山岩,POINT (121.536727159695 25.1013287388571)
2342,潮州街口,POINT (121.521 25.029287)
8404,基湖路口,POINT (121.566066726224 25.0802952407855)
221,忠義,POINT (121.480196 25.136026)
1395,龍江路口,POINT (121.540958115659 25.0606019424582)
6939,捷運東門站,POINT (121.52764 25.034025)
2455,復興派出所,POINT (121.546656 24.986793)
1000522,景文中學,POINT (121.568911212202 24.9841996106797)
1896,臺北法院,POINT (121.511387293498 25.0358143595359)
1853,小南門(和平院�,POINT (121.508426 25.036335)
1000995,南京西路口(塔�,POINT (121.510462439727 25.0528521380205)
1000540,景文中學,POINT (121.568557739439 24.9837000172016)
38,大業路(大興街�,POINT (121.49669 25.12976)
3992,國泰新村(興隆),POINT (121.562367061061 24.9828664940135)
16205,庫倫街口,POINT (121.518180753203 25.0708086372957)
2250,和平安和路口,POINT (121.550861893498 25.0242726614044)
1483,聯合醫院中興�,POINT (121.509294904264 25.0501612149568)
955,雙溪站一,POINT (121.56714 25.10655)
1000039,捷運萬芳醫院�,POINT (121.556845 24.999571)
3940,中國時報,POINT (121.496276 25.035221)
16203,中國科技大學(�,POINT (121.553716080453 24.99956)
2475,棕櫚泉社區,POINT (121.562449955699 24.9972670884516)
2545,貓空纜車站,POINT (121.587955 24.968486)
1000181,國民住宅,POINT (121.573514091623 25.0456264935268)
48,八仙里,POINT (121.502003 25.120326)
622,中窟,POINT (121.496609287538 25.0953805518428)
872,新安路五,POINT (121.556676863934 25.1276088074705)
1794,捷運龍山寺站,POINT (121.500164 25.035143)
1080,國防醫學中心,POINT (121.589869957803 25.0710371489715)
7009,喬治商職,POINT (121.554722 25.026482)
3976,北投會館,POINT (121.483879 25.134308)
9625,圓山一,POINT (121.601616 24.9702)
1420,民生西寧路口,POINT (121.509036675925 25.0563593323101)
630,文化大學一,POINT (121.539805689524 25.1372765580827)
14633,敬老院,POINT (121.466052497879 25.1187984003072)
1000613,磺溪底,POINT (121.549627 25.140861)
4829,富台公園,POINT (121.571927098849 25.0426033758336)
1871,仁愛路二段,POINT (121.528304987379 25.0375108667647)
1984,捷運中正紀念�,POINT (121.517544 25.034044)
14602,龍鳳谷,POINT (121.530608167907 25.147961029508)
980,三總內湖站,POINT (121.592027132688 25.0717888898568)
16265,新生公園(林安�,POINT (121.533563047263 25.0671107075567)
862,陽明戲院,POINT (121.525949397992 25.0876663148605)
200005018,捷運南京復興�,POINT (121.544908 25.052057)
3973,關渡國小(臺北�,POINT (121.466749861173 25.127279761103)
6664,民族東路口,POINT (121.528172896093 25.0676067451291)
55007,故宮博物院(門�,POINT (121.549278 25.099913)
1001092,竹子湖路2-2號,POINT (121.543703885684 25.1652000083254)
14635,公館里關帝廟,POINT (121.565354 25.123637)
60147,新安路二,POINT (121.553405090399 25.1243788237202)
16006,南京寧安街口,POINT (121.555516323112 25.0516596699759)
52,中央北路,POINT (121.475216087313 25.1328676139155)
1000171,公教住宅,POINT (121.522076525205 25.0907122670825)
2322,捷運萬芳社區�,POINT (121.568097359937 24.9987882364094)
706,沙埔,POINT (121.486860551843 25.1061)
675,平菁街116巷口,POINT (121.572826618387 25.1240875021981)
20242,東吳大學,POINT (121.545748 25.094566)
1716,聯合醫院忠孝�,POINT (121.585688 25.048186)
4646,世貿中心(莊敬),POINT (121.561347641053 25.0311604005373)
1610,中研院,POINT (121.616413 25.043104)
20367,童軍站,POINT (121.546733979029 25.1582653725117)
18076,關渡,POINT (121.46505 25.12347)
1136,碧湖山莊,POINT (121.58458 25.08439)
1419,民生西路口(大�,POINT (121.511624 25.057396)
200005042,松山車站(八德),POINT (121.577464 25.049799)
894,福安消防隊,POINT (121.494569448157 25.0969012066542)
1936,東吳大學城中�,POINT (121.509008060348 25.0390644473872)
779,海光新村,POINT (121.510382615575 25.0813620358934)
1000896,仁寶大樓,POINT (121.568341746275 25.0794340122905)
1924,和平中華路口,POINT (121.505833 25.033074)
1215,臺安醫院,POINT (121.545339229887 25.0484069195469)
1387,稻江護校,POINT (121.528003 25.066028)
7231,奇岩新村,POINT (121.508423980717 25.1257833673839)
158,立農國小,POINT (121.504336965451 25.1174058383577)
2290,半嶺一,POINT (121.56796 25.11869)
294,泉源別墅,POINT (121.516293 25.142244)
1001288,碧湖國小,POINT (121.592413127857 25.083647050321)
1707,圓拱橋,POINT (121.615363 25.047199)
20332,大油坑,POINT (121.57986260978 25.1798798474026)
8620,星雲街,POINT (121.591264259972 25.0785862464115)
4827,永吉松信路口,POINT (121.572136996163 25.0444013098956)
2188,大安國宅,POINT (121.538210571177 25.0298337557824)
1814,萬華車站,POINT (121.50114708466 25.03440390743)
1380,聚盛里,POINT (121.525370050917 25.0587657094895)
1349,景福宮,POINT (121.525685 25.067313)
1000743,新光醫院,POINT (121.521159861459 25.0955188850783)
854,陽明山國小,POINT (121.552107342877 25.118007396049)
1001313,十八份福德宮,POINT (121.522366015234 25.1477984645779)
2331,愛國東路口,POINT (121.523033149434 25.0328184597734)
6713,一女中(公園),POINT (121.515136595156 25.0368285357308)
14412,光興宮,POINT (121.56006 25.12015)
6736,敦南美景,POINT (121.549876 25.004168)
4898,安泰社區,POINT (121.61625317791 25.076077570601)
2013,華山文創園區,POINT (121.526233 25.0438778505664)
2015,華山文創園區,POINT (121.527413 25.0441003793203)
57709,景華公園,POINT (121.54492739141 24.9949417880713)
1000447,大安健康服務�,POINT (121.543645810804 25.0221430160164)
56095,涼亭站,POINT (121.59724 24.966029)
902,福壽橋,POINT (121.549556766865 25.1457034832477)
14411,下過溪,POINT (121.56886473009 25.1409283829514)
585,小北街,POINT (121.526675 25.091056)
50027,舊莊一站,POINT (121.619044433004 25.0409122787157)
1732,麗山橋,POINT (121.5995 25.02499)
1386,慶城街口,POINT (121.545342644307 25.0543246206797)
6658,建國錦州街口,POINT (121.537457931967 25.0600280150277)
1506,民生社區活動�,POINT (121.560927032747 25.0586405271738)
200005005,捷運東門站6,POINT (121.529957 25.033924)
2077,成福路口,POINT (121.588278556236 25.0394308285147)
946,簡厝,POINT (121.58557 25.12141)
60112,竹子湖派出所,POINT (121.54023094711 25.1672263193554)
2372,公訓正門,POINT (121.56074545369 25.003280850296)
5039,市立中醫醫院,POINT (121.50533 25.04463)
14681,大湖山莊,POINT (121.602057 25.084517)
