BSM_BUSSTO,BSM_CHINES,geometry
4645,世貿中心(莊敬),POINT (121.561242441274 25.0314662792556)
1218,台電台北北區�,POINT (121.527703 25.091209)
16259,成淵高中,POINT (121.517994846441 25.0609459923058)
2309,捷運公館站,POINT (121.534517055222 25.0143047215272)
10402,華泰飯店,POINT (121.524800976473 25.058226488394)
2377,中興公寓,POINT (121.557424221284 24.9885863472274)
8671,三民國小,POINT (121.56362 25.06283)
6656,長春國小,POINT (121.53656 25.0545107701133)
2514,萬寧山莊,POINT (121.570348093025 25.0041337745984)
388,捷運國父紀念�,POINT (121.55934 25.04119)
963,蘭雅國中,POINT (121.53065017432 25.1095102588294)
2043,平菁街93巷,POINT (121.578399 25.137655)
1000502,敬業三路二,POINT (121.556223237814 25.0812466844798)
1012,方濟中學,POINT (121.590005462341 25.0769684546655)
1650,南港水廠,POINT (121.615625 25.049543)
2430,師大分部,POINT (121.538099 25.008148)
3932,頂好市場,POINT (121.546694 25.041695)
448,雅敘園,POINT (121.506246 25.140539)
1000050,羅斯福和平路�,POINT (121.522662701701 25.0267606794723)
4629,西園路二段,POINT (121.49417373017 25.027153290051)
10408,介壽國中,POINT (121.556044429017 25.058415078013)
491,碧山巖(白石湖),POINT (121.58787 25.09841)
50736,龍山國中,POINT (121.504034195686 25.0356570027755)
1159,警智新村,POINT (121.594661 25.078904)
50628,士林區行政中�,POINT (121.520571696481 25.0929910958714)
8675,民權隧道二,POINT (121.600962 25.067376)
7233,奇岩一站,POINT (121.504895933891 25.123159918412)
749,芝蘭新村,POINT (121.53732582209 25.1073021438994)
1001475,濟南金山路口,POINT (121.528643300416 25.0408712395647)
1000386,啟聰學校,POINT (121.51408623745 25.0742825383551)
548,關渡國小(臺北�,POINT (121.466372780603 25.1268926040896)
200005048,捷運中山國中�,POINT (121.544031 25.060889)
1534,松山農會,POINT (121.573848311551 25.0499024516685)
1434,老師里,POINT (121.511631413008 25.0720374670281)
1671,南港花園社區�,POINT (121.59155870335 25.0411496614038)
615,中社路11巷,POINT (121.560164144574 25.1111609349848)
20305,捷運象山站,POINT (121.568984 25.032648)
3958,實踐街口,POINT (121.508100162198 25.1141182143815)
601,下溪沙尾,POINT (121.478769654205 25.1057930581032)
1191,中山里,POINT (121.52534755093 25.055190215596)
953,雙溪別墅,POINT (121.557351832521 25.105217442275)
1088,康寧派出所,POINT (121.597774499833 25.0810390720678)
6660,中山國小(新生),POINT (121.527234695852 25.063410144049)
1838,聯合醫院和平�,POINT (121.506607 25.0357)
1001465,港墘派出所,POINT (121.5764273755 25.0785282664349)
700,百齡國小,POINT (121.517755172236 25.0873497240786)
1541,東興路一,POINT (121.56552 25.05002)
4098,捷運中山國小�,POINT (121.525455675927 25.0627019471596)
50677,綠野山莊,POINT (121.587668 24.988212)
1659,捷運南港展覽�,POINT (121.617342075005 25.0551425857593)
50022,圓拱橋,POINT (121.615728 25.047462)
1000266,劍潭,POINT (121.524610846415 25.0818406168005)
1069,金龍寺,POINT (121.586594 25.088434)
2539,興隆路口(忠順),POINT (121.560956394788 24.9842918421254)
2187,大安國宅,POINT (121.537328037463 25.029762787329)
745,芝山公園,POINT (121.534260830392 25.1012531894568)
1001252,木柵高工,POINT (121.570866083572 24.996437628066)
50691,小南門,POINT (121.507409 25.038163)
50631,士東國小,POINT (121.525980301506 25.1114606666738)
1496,中華航空,POINT (121.55569322884 25.0618265247092)
3953,士林官邸(中正),POINT (121.531504373016 25.0965582958492)
14679,西湖圖書館(湖�,POINT (121.577699 25.078969)
405,頂湖,POINT (121.53011200993 25.156311732685)
4037,下埤里,POINT (121.543488 25.06719)
1125,新湖三路口(台�,POINT (121.577462 25.062329)
295,泉源國小,POINT (121.52465 25.14917)
3883,金德橋頭,POINT (121.61977655952 25.042710384148)
4628,西園29服飾基地,POINT (121.497718 25.03244)
2267,臥龍街,POINT (121.547571 25.024522)
1000235,捷運萬隆站,POINT (121.539477006389 25.0014586459173)
1093,明湖國中,POINT (121.611509 25.070149)
2427,軍功新村,POINT (121.573670510111 24.9996493130051)
2032,三張犁,POINT (121.557367785538 25.0340699092029)
382,捷運唭哩岸站�,POINT (121.504248459773 25.1208923103398)
1388,稻江護校,POINT (121.52734284432 25.0651377579668)
4087,春光公園,POINT (121.580447 25.042632)
882,溪山國小,POINT (121.580395 25.11968)
834,菁山一,POINT (121.557544 25.145151)
1000111,大南路口,POINT (121.521560747477 25.0885191533109)
1000066,民族重慶路口,POINT (121.5137100606 25.0688798965403)
1000107,捷運信義安和�,POINT (121.552849 25.033223)
10420,西華飯店,POINT (121.545333548468 25.0580739604916)
59002,立人國際國中�,POINT (121.550602 25.02868)
16024,捷運松江南京�,POINT (121.532730534574 25.0519697274183)
200005038,捷運中山站(志�,POINT (121.519007 25.0528037701133)
50041,捷運西門站,POINT (121.507946 25.040051)
2118,信義光復路口,POINT (121.557205794606 25.0330154187009)
200005032,南京三民路口�,POINT (121.563073 25.051215)
6684,光華商場,POINT (121.532891 25.044674)
1000691,博物館(襄陽),POINT (121.51456 25.0433769148838)
8614,內湖新城,POINT (121.596788635985 25.0784700114115)
1001364,南港花園社區�,POINT (121.591151872157 25.0400314866247)
6724,信義國中(松仁),POINT (121.568386 25.028806)
56103,中興公寓,POINT (121.557356154603 24.9887401801459)
4110,捷運南港展覽�,POINT (121.616613990021 25.056527828264)
1771,青年公園(青年),POINT (121.506023819486 25.0259638732249)
1000161,福港街,POINT (121.517649 25.090288)
2133,信義新生路口,POINT (121.532298804891 25.0335284784052)
1919,行政院,POINT (121.520356789301 25.0465200784406)
10210,捷運士林站(中�,POINT (121.525052991402 25.0949896435365)
64,中和街,POINT (121.501521 25.139157)
7603,成功中學(濟南),POINT (121.523017503476 25.0422359671194)
50044,捷運北門站,POINT (121.510332531364 25.0492507169836)
1298,長春敦化路口,POINT (121.548795 25.054654)
7256,國立科教館,POINT (121.517419 25.095348)
843,華興中學,POINT (121.538212 25.104074)
1000897,瑞光路,POINT (121.577695121626 25.0747469857642)
50533,大崙尾山步道�,POINT (121.567957 25.105914)
2154,捷運後山埤站(�,POINT (121.582811685379 25.0451199949163)
3905,南褔板溪(南昌�,POINT (121.52051524785 25.0268479977722)
6695,華山公園(市民),POINT (121.52663 25.04739)
2070,松壽路口,POINT (121.566640146973 25.0358810435418)
2199,臺大綜合體育�,POINT (121.534113646475 25.0215502113013)
433,華僑會館,POINT (121.505960268201 25.1393979569229)
1196,中崙,POINT (121.54312 25.0472080804531)
1407,花博公園,POINT (121.520798366208 25.0685957947607)
1001114,捷運南港展覽�,POINT (121.617965105741 25.0548787451546)
1194,中影八德大樓,POINT (121.540736080453 25.0465876206797)
651,格致國中,POINT (121.54684 25.13135)
50652,天母棒球場(士�,POINT (121.53231 25.11265)
1690,凌雲五村,POINT (121.616893 25.036259)
1000180,忠孝大道路口,POINT (121.581579015496 25.0423635759469)
2375,中國科技大學(�,POINT (121.555848679433 25.0004346884963)
14422,文化大學,POINT (121.546524 25.138879)
3890,齊福華廈,POINT (121.52756926257 25.118381716335)
2245,基隆長興街口,POINT (121.544721 25.017378)
2259,捷運忠孝敦化�,POINT (121.549150750246 25.0429260184151)
2140,國父紀念館,POINT (121.557719526717 25.0390183419661)
200000007,交通資訊中心,POINT (121.51897 25.0493)
1780,峨嵋街口(中醫�,POINT (121.503074001866 25.0449945121253)
1000077,捷運北門站,POINT (121.510292 25.049468)
1000056,捷運大安森林�,POINT (121.536302 25.033656)
1944,南昌家具街,POINT (121.52029981085 25.0273381312014)
593,大南路口,POINT (121.522214347084 25.0880077248018)
3921,捷運景美站,POINT (121.54050331034 24.99282)
2000,博物館(襄陽),POINT (121.51572629465 25.0433393370677)
1000847,正守公園,POINT (121.528726265014 25.0482303977937)
4158,民權東路口,POINT (121.552010122086 25.0614927892752)
2066,市政府(松高),POINT (121.56478521022 25.0390581634276)
1417,民生西路口,POINT (121.517880751054 25.0566310500357)
1766,果菜市場,POINT (121.497464378634 25.0198502695038)
56106,文山一分局,POINT (121.56243126901 24.9890816809457)
16029,南京寧安街口,POINT (121.554737344497 25.0515488432841)
1292,長安龍江路口,POINT (121.540881540227 25.0485261494336)
1203,中興中學,POINT (121.542903540227 25.0485233793203)
2459,敦南大地,POINT (121.54859393618 25.004854524912)
581,士林區行政中�,POINT (121.519562 25.092849)
5977,臨江園,POINT (121.489384330224 25.1016523244579)
396,清江國小,POINT (121.50753979731 25.1273306917285)
2076,名門社區,POINT (121.567502036596 25.0052162792279)
50024,凌雲五村,POINT (121.61695169081 25.035872068306)
1000223,新湖一路口,POINT (121.579169 25.060517)
719,忠誠公園,POINT (121.525683877315 25.1039067740372)
1357,圓山大飯店,POINT (121.527940993037 25.0773711326799)
2279,信義市場,POINT (121.538263291789 25.034063242391)
50630,銘傳大學,POINT (121.526777531248 25.0871345674363)
6017,麟光站,POINT (121.560787 25.015917)
1202,幸安國小,POINT (121.535068436127 25.0386184951986)
279,奎山國中,POINT (121.521522957637 25.1123623243225)
6710,自來水事業處,POINT (121.547516742839 25.0154264455667)
1000287,國盛國宅,POINT (121.507755838462 25.0278468592203)
50629,劍潭,POINT (121.524382 25.080589)
3914,溫州街口,POINT (121.533012542409 25.0259512420209)
1000065,臺北車站(青島),POINT (121.517729 25.044802)
4042,市民光復路口,POINT (121.558544010176 25.0454993688812)
2087,協和祐德高中,POINT (121.583735187833 25.0425662110351)
200005049,捷運市政府站,POINT (121.565062 25.040971)
374,捷運明德站(西�,POINT (121.518809250839 25.1091502589454)
1000347,捷運芝山站一,POINT (121.522102899664 25.1008789592392)
646,天玉里,POINT (121.526819763093 25.1213833453091)
1781,家禽市場,POINT (121.489453151289 25.0276716147076)
2208,仁愛國小,POINT (121.55220930058 25.036246113997)
725,東山路,POINT (121.538946472387 25.1153811455108)
8613,港墘路,POINT (121.574137 25.075457)
3934,正義郵局,POINT (121.539373670782 25.041937605808)
1106,港墘路,POINT (121.574693 25.075826)
50131,永春國小,POINT (121.5781869352 25.045343539252)
1138,福華商場,POINT (121.593384579343 25.0687519553252)
1825,西園29服飾基地,POINT (121.49741 25.03244)
3908,龍口市場,POINT (121.511878024934 25.0293592811842)
1925,和平西路一段,POINT (121.517248202012 25.0271255081485)
1000499,西湖圖書館(湖�,POINT (121.577889 25.079131)
1590,榮民服務處,POINT (121.557943410868 25.0487708710458)
1000167,民族重慶路口,POINT (121.513799396271 25.0683085066047)
1603,饒河街觀光夜�,POINT (121.571393527855 25.0504834851743)
50644,前港公園,POINT (121.519328896314 25.08657)
1612,中國電視公司,POINT (121.598896191773 25.0564664487393)
5061,復興一路口,POINT (121.503162 25.140347)
13107,南京敦化路口(�,POINT (121.548768 25.052139)
709,岩山里,POINT (121.537579799115 25.1018780140349)
1737,大埔街,POINT (121.504945018604 25.0326841167219)
1000753,信義敦化路口,POINT (121.548487571025 25.0340867666319)
4741,捷運公館站,POINT (121.536088 25.013181)
1000398,捷運民權西路�,POINT (121.51786778882 25.0628480067742)
708,沙崙下,POINT (121.56332 25.11243)
1000218,新東里,POINT (121.569393769344 25.0577179708185)
8663,上灣仔,POINT (121.590714855835 25.066818699184)
2036,興雅國小,POINT (121.571674562235 25.0455410491961)
855,陽明山國家公�,POINT (121.546111801317 25.1553645218434)
2330,開平餐飲學校,POINT (121.54325263039 25.0294644602605)
632,天文科學館,POINT (121.518581144123 25.0948969338159)
1376,新興國中,POINT (121.525453220568 25.0611617040392)
2160,富陽街口,POINT (121.556143906746 25.0211464439086)
13102,信義敦化路口,POINT (121.549040083708 25.0323534698149)
1557,南松山(南京),POINT (121.569075 25.051079)
1907,南褔板溪(南昌�,POINT (121.520448105488 25.0265502597289)
13111,仁愛敦化路口,POINT (121.548693 25.039044)
8622,捷運大橋頭站,POINT (121.513516380874 25.0633249732882)
1132,瑞光路,POINT (121.577663 25.074631)
385,捷運唭哩岸站�,POINT (121.50736 25.120913)
1787,國興社區,POINT (121.508458466878 25.023497597331)
2117,信義光復路口,POINT (121.55779404102 25.0331409544571)
1197,五常國小,POINT (121.54096 25.06401)
13106,民生敦化路口,POINT (121.548902 25.057956)
6942,仁愛林森路口,POINT (121.521249708849 25.0384702994962)
734,明德新村,POINT (121.552923408446 25.1199719299295)
15103,玉成里,POINT (121.580911886242 25.0509225264878)
2088,奉天宮,POINT (121.583153 25.037869)
50658,蘭雅新城,POINT (121.529800366051 25.107166732371)
778,泰北中學,POINT (121.534030294965 25.0977513146504)
4121,臺北市立美術�,POINT (121.523095139749 25.070066233009)
9481,衛理女中(原住�,POINT (121.552036449149 25.1014448825448)
3962,文化國小,POINT (121.495816537465 25.1367145947924)
1068,金龍隧道口,POINT (121.589007379279 25.0863162455649)
2367,久康街口,POINT (121.564680250523 24.9894330996186)
116,北投市場(磺港),POINT (121.503152071813 25.132404045523)
1788,國興路口,POINT (121.508316077824 25.0256215629554)
159,聯合醫院忠孝�,POINT (121.583807 25.046648)
1000138,仁愛大安路口(�,POINT (121.545738 25.03784)
1111,貿商三村,POINT (121.592247709587 25.0850667950708)
1279,芝麻大廈,POINT (121.543802690086 25.0492793865955)
1594,廣合新村,POINT (121.563336744927 25.0606875424109)
4088,小南門(和平院�,POINT (121.507745 25.03723)
1214,臺安醫院,POINT (121.546398 25.048042)
4623,光仁國小,POINT (121.500618747537 25.0214161496303)
50669,萬壽橋頭(新光),POINT (121.573853 24.992819)
948,職能發展學院�,POINT (121.538411 25.11365)
2226,臺大癌醫(基隆�,POINT (121.542278 25.01576)
14683,麥帥一橋,POINT (121.577715906746 25.0554380798046)
1943,金華新生路口,POINT (121.533861670169 25.0304386848327)
4611,一女中(貴陽),POINT (121.514498656168 25.0386560843846)
1976,捷運小南門站,POINT (121.511946 25.035137)
1144,德明財經科技�,POINT (121.56821752149 25.086349673182)
1580,富錦街口,POINT (121.550282479135 25.0599139725308)
1112,週美里一,POINT (121.581971593634 25.056130862616)
8667,內湖行政大樓,POINT (121.58832 25.06916)
1000041,萬利街口,POINT (121.566241510295 24.998740255011)
4147,饒河街觀光夜�,POINT (121.57186769364 25.0503965480284)
1773,青年路,POINT (121.502584060851 25.0224814905119)
7002,實踐國中,POINT (121.55443768966 24.98456)
6682,仁愛新生路口,POINT (121.533169428835 25.0377170481398)
864,新光醫院,POINT (121.521289861115 25.0965256191193)
1000078,中華路北站,POINT (121.509144127644 25.0455115050969)
6923,仁愛光復路口,POINT (121.557938094535 25.0376948418918)
3991,國泰新村,POINT (121.498191201655 25.1434882184522)
200005027,南京敦化路口(�,POINT (121.550715 25.051571)
1001383,政大三街,POINT (121.582846580009 24.9860614736058)
2192,大安森林公園,POINT (121.536378312733 25.0261034265206)
3977,永明派出所,POINT (121.516567117331 25.1173831127831)
200005022,捷運松江南京�,POINT (121.534081 25.051882)
2046,世貿中心(基隆�,POINT (121.559798 25.033772)
50020,誠正國中,POINT (121.61603141641 25.0515460114719)
3998,捷運大湖公園�,POINT (121.602592297836 25.0834302603644)
2094,松山高中(松隆),POINT (121.567591569732 25.0435711712161)
797,捷運士林站(中�,POINT (121.526622443472 25.0955831514139)
503,製片廠,POINT (121.48806 25.138426)
10413,馬偕醫院,POINT (121.521400105007 25.0579436793922)
50026,中研院,POINT (121.616561 25.043422)
8612,內湖運動中心,POINT (121.575587990787 25.077240508774)
753,名山里,POINT (121.529402565641 25.1019449890136)
60095,國父紀念館,POINT (121.557499635507 25.0390095904505)
10421,公教住宅,POINT (121.552627288361 25.058131290063)
3994,國泰新村(木新),POINT (121.561863509509 24.9820438325927)
1000158,台泥大樓(馬偕�,POINT (121.523238592148 25.0605830776703)
1000848,長安林森路口,POINT (121.52554337416 25.04902285196)
1411,臺北車站(承德),POINT (121.51669 25.05042)
20250,臺北科技大學(�,POINT (121.537141149434 25.042828)
808,淨水廠,POINT (121.549738 25.139235)
